hour,Day_of_Week,Main_Street,Nearest_Street,At_Intersection,Light_Conditions,Weather_Condition,Roadway_Surface_Condition,Traffic_Control_Device,Intersection_Type,Type_of_Collision,Number_of_Vehicles_Involved,School_Zone,Work_Zone_Related,Zone_ID,road_key,ADT,AAWDT,match_type
14,FRI,5700 NORTHAMPTON BL,1200 BAKER RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,0,NO,NO,na,5700 NORTHAMPTON BL,30000.0,34000.0,fuzzy
19,THU,1200 SANDBRIDGE RD,2800 BANKS LA,  500 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,OTHER,1,NO,NO,na,1200 SANDBRIDGE RD,13000.0,14000.0,fuzzy
9,THU,3200 CHESTERTON CT,OLD CLUBHOUSE RD,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,3200 CHESTERTON CT,8400.0,9000.0,fuzzy
8,TUE,5612 BANNOCK RD,MIAMI RD,00.02 Miles From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,5612 BANNOCK RD,39000.0,42000.0,fuzzy
15,SAT,KEMPSRIVER DR,FORDHAM DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,KEMPSRIVER DR,5000.0,5400.0,fuzzy
17,SAT,LYNNHAVEN PW,SABRE ST,  100 Feet From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,LYNNHAVEN PW,46000.0,50000.0,exact
15,TUE,700 NEWTOWN RD,DIAMOND SPRINGS,,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,423,700 NEWTOWN RD,39000.0,42000.0,fuzzy
18,WED,4400 VIRGINIA BEACH,200 BEASLEY,  200 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,5,YES,NO,na,4400 VIRGINIA BEACH,2400.0,2600.0,median_fill
9,WED,LYNNHAVEN RD S,SABRE ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,LYNNHAVEN RD S,14000.0,15000.0,exact
16,TUE,712 LITTLE NECK RD,LYNNHAVEN RD N,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,321,712 LITTLE NECK RD,16000.0,18000.0,fuzzy
14,WED,WITCHDUCK RD S,SOUTHERN BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,423,WITCHDUCK RD S,5100.0,5600.0,fuzzy
15,SUN,2300 DAM NECK RD,LONDON BRIDGE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2300 DAM NECK RD,36000.0,38000.0,fuzzy
19,SAT,300 NEWTOWN RD,COLISS AV,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,ANGLE,2,NO,NO,423,300 NEWTOWN RD,39000.0,42000.0,fuzzy
11,MON,800 LASKIN RD,32ND ST,  .02 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,226,800 LASKIN RD,3000.0,3200.0,fuzzy
7,TUE,VIRGINIA BEACH BLVD,RIDDLE AVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
21,MON,PRINCESS ANNE ROAD,PARLIAMENT DRIVE,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,PRINCESS ANNE ROAD,20000.0,22000.0,exact
12,MON,1700 ABBEYVILLE RD,4100 ARCHSTONE DR,Yes,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,1700 ABBEYVILLE RD,39000.0,42000.0,fuzzy
7,TUE,1668 KEMPSVILLE RD,LIONS WY,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,YES,NO,na,1668 KEMPSVILLE RD,39000.0,42000.0,fuzzy
10,TUE,5300 INDIAN RIVER RD,LILA LA,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,5300 INDIAN RIVER RD,71000.0,78000.0,fuzzy
7,WED,3200 HOLLAND RD,1100 WARWICK DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,3200 HOLLAND RD,36000.0,38000.0,fuzzy
16,TUE,2900 SHORE DR,2300 RED TIDE DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,REAR END,3,NO,NO,na,2900 SHORE DR,5000.0,5400.0,fuzzy
19,WED,799 INDEPENDENCE BL,4600 JEANNE ST,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,328,799 INDEPENDENCE BL,73000.0,77000.0,fuzzy
8,MON,100 WITCHDUCK R S,SOUTHERN BLVD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,0,NO,NO,na,100 WITCHDUCK R S,11000.0,12000.0,fuzzy
19,TUE,4000 BONNEY,RUNAWAY BAY DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4000 BONNEY,2400.0,2600.0,median_fill
18,SUN,700 LYNNHAVEN MALL LO,EAST MALL DR,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,700 LYNNHAVEN MALL LO,46000.0,50000.0,fuzzy
17,MON,500 LYNNHAVEN PW,2500 POTTERS RD,  250 Feet From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,na,500 LYNNHAVEN PW,46000.0,50000.0,fuzzy
19,FRI,701 LYNNHAVEN PW,2700 NORTH EAST MALL DR,   50 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,127,701 LYNNHAVEN PW,46000.0,50000.0,fuzzy
15,TUE,LYNNHAVEN N,600 LITTLE NECK RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,,2,NO,NO,na,LYNNHAVEN N,9200.0,9700.0,fuzzy
12,THU,1000 MILITARY HY S,PROVIDENCE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1000 MILITARY HY S,11000.0,12000.0,fuzzy
7,THU,1700 VIRGINIA BEACH BL,200 HIGHWAY LN,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,HEAD ON,2,NO,NO,224,1700 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
18,MON,800  LYNNHAVEN PARKWAY,2600 LISHELLE PLACE,  200 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,800  LYNNHAVEN PARKWAY,46000.0,50000.0,fuzzy
16,WED,2100 SALEM ROAD,4300 DAM NECK ROAD,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2100 SALEM ROAD,15000.0,16000.0,fuzzy
15,THU,2100 GENERAL BOOTH BOULEVARD,2100 MCCOMAS WAY,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,na,2100 GENERAL BOOTH BOULEVARD,46000.0,50000.0,fuzzy
7,THU,1100 LASKIN RD,BIRDNECK RD N,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,226,1100 LASKIN RD,3000.0,3200.0,fuzzy
8,THU,1000 GREAT NECK RD N,OLD DONATION PW,00.50 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,221,1000 GREAT NECK RD N,39000.0,42000.0,fuzzy
9,THU,900 FIRST COLONIAL RD,WOLFSNARE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,OTHER,2,NO,NO,223,900 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
17,SUN,NIMMO PW,NEWSTEAD,00.20 Miles From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,NIMMO PW,46000.0,50000.0,fuzzy
15,TUE,3800 DAM NECK RD,LANDSTOWN RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,3800 DAM NECK RD,36000.0,38000.0,fuzzy
17,WED,SILINA DR,DILLON DR,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,SILINA DR,6700.0,7200.0,exact
17,FRI,PRINCESS ANNE RD,S. INDEPENDENCE RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,na,PRINCESS ANNE RD,20000.0,22000.0,exact
17,FRI,PACIFIC AV,17TH ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,PACIFIC AV,17000.0,18000.0,fuzzy
18,THU,GENERAL BOOTH BL,BIRDNECK RD S,  200 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,GENERAL BOOTH BL,46000.0,50000.0,exact
11,FRI,4100 PRINCESS ANNE RD,2000 LYNNHAVEN PW,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,na,4100 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
12,SUN,2900 SHIPPS CORNER,OLD CLUBHOUSE RD,  200 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,2900 SHIPPS CORNER,7400.0,7900.0,fuzzy
18,TUE,S. INDEPENDENCE BOULEVARD,DAHLIA DRIVE,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),WET,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,S. INDEPENDENCE BOULEVARD,73000.0,77000.0,fuzzy
15,WED,2600 VIRGINIA BEACH,YORKTOWN AV,Yes,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2600 VIRGINIA BEACH,2400.0,2600.0,median_fill
19,SAT,LYNNHAVEN PW,EAST MALL DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,LYNNHAVEN PW,46000.0,50000.0,exact
9,SUN,PLEASURE HOUSE RD,BAY WINDS CT,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,0,NO,NO,na,PLEASURE HOUSE RD,16000.0,17000.0,exact
12,SUN,2300 NIMMO PW,2300 HOLLAND RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,124,2300 NIMMO PW,2400.0,2600.0,median_fill
15,SUN,HALEY DR,CHANTRY DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,REAR END,2,NO,NO,na,HALEY DR,9600.0,10000.0,fuzzy
9,SAT,1300 LEVEL GREEN BL,CLEAR SPRINGS RD,  220 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,1300 LEVEL GREEN BL,1900.0,2100.0,fuzzy
8,MON,4800 PROVIDENCE RD,900 TIMBERLAKE DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),WET,YES-WORKING,FOUR APPROACHES,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,426,4800 PROVIDENCE RD,17000.0,18000.0,fuzzy
13,SAT,4800 FERRELL PW,4700 PLEASANT VALLEY RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,NON-COLLISION,2,NO,NO,na,4800 FERRELL PW,43000.0,47000.0,fuzzy
15,FRI,VIRGINIA BEACH BLVD,N.BIRDNECK ROAD,10000 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
11,FRI,1300 MILL DAM RD,1900 WOODHOUSE RD S,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,YES,NO,223,1300 MILL DAM RD,8500.0,9300.0,fuzzy
12,THU,1300 GREAT NECK RD N,2100 FIRST COLONIAL RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,221,1300 GREAT NECK RD N,39000.0,42000.0,fuzzy
11,THU,VIRGINIA BEACH BL,MUSTANG TR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,0,NO,NO,na,VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
6,THU,100 CHEYENNE RD,COMANCHE RD,Yes,DAYLIGHT,SLEET/HAIL,WET,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,100 CHEYENNE RD,39000.0,42000.0,fuzzy
11,THU,NIMMO PW,HOLLAND RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,NIMMO PW,46000.0,50000.0,fuzzy
13,SAT,5300 KEMPSRIVER DR,1200 KEMPSVILLE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,5300 KEMPSRIVER DR,20000.0,21000.0,fuzzy
17,MON,540 FIRST COLONIAL RD,DONNA DR,20000 Feet From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,540 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
15,FRI,1400 BLK N.GREAT NECK RD,MILLWOOD,50000 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,1400 BLK N.GREAT NECK RD,71000.0,78000.0,fuzzy
17,FRI,500 FIRST COLONIAL RD,264 WEST ON RAMP,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,500 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
14,TUE,3500 PRIMROSE LA,1400 LYNNHAVEN PW,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,3500 PRIMROSE LA,2400.0,2600.0,median_fill
16,WED,4000 ELBOW RD,2100 WALPOLE ST,  700 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,4000 ELBOW RD,12000.0,12000.0,fuzzy
17,MON,5700 BLOCK INDIAN RIVER ROAD,800 BLOCK STRICKLAND BOULEVARD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,4,NO,NO,na,5700 BLOCK INDIAN RIVER ROAD,71000.0,78000.0,fuzzy
19,FRI,200 INDEPENDENCE S BL,264,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,328,200 INDEPENDENCE S BL,73000.0,77000.0,fuzzy
10,THU,1597 GENERAL BOOTH BL,DAM NECK RD,   50 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,1597 GENERAL BOOTH BL,46000.0,50000.0,fuzzy
2,THU,1472 SANDBRIDGE RD,1500 FLANAGANS LA,  558 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,1472 SANDBRIDGE RD,13000.0,14000.0,fuzzy
18,MON,HARPERS RD,PHANTOM BLVD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,HARPERS RD,5100.0,5500.0,exact
18,TUE,UPTON DR,STRAUSS DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,UPTON DR,9600.0,10000.0,fuzzy
20,WED,2100 GENERAL BOOTH BL,2500 LONDON BRIDGE RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,122,2100 GENERAL BOOTH BL,46000.0,50000.0,fuzzy
15,MON,5741 PRINCESS ANNE ROAD,FREIGHT LN,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,YES,na,5741 PRINCESS ANNE ROAD,20000.0,22000.0,fuzzy
18,SUN,1400 LASKIN ROAD,FREMAC DRIVE,  155 Feet From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING AND OBSCURED,NOT AT INTERSECTION,PEDESTRIAN,1,NO,YES,na,1400 LASKIN ROAD,3000.0,3200.0,fuzzy
20,SAT,1700 N GREAT NECK ROAD,FALCON CRESCENT,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,YES,NO,na,1700 N GREAT NECK ROAD,39000.0,42000.0,fuzzy
17,FRI,4100 BLOCK SOUTH PLAZA TRAIL,HOLLAND ROAD, 6600 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,ANGLE,2,NO,NO,na,4100 BLOCK SOUTH PLAZA TRAIL,11000.0,12000.0,fuzzy
20,FRI,4800 BLOCK FERRELL PARKWAY,PLEASANT VALLEY ROAD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4800 BLOCK FERRELL PARKWAY,43000.0,47000.0,fuzzy
9,SUN,108 SYKES AV,SOUTHERN BLVD,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,224,108 SYKES AV,2400.0,2600.0,median_fill
12,WED,1100 FIRST COLONIAL RD,OLD DONATION PW,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,223,1100 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
8,MON,5000 SHORE DR,2100 WELLINGS CT,Yes,DAYLIGHT,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,5000 SHORE DR,5000.0,5400.0,fuzzy
17,SAT,HOLLAND RD,WARWICK RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,HEAD ON,2,NO,NO,na,HOLLAND RD,36000.0,38000.0,exact
17,THU,3100 HOLLAND RD,DAM NECK RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,3100 HOLLAND RD,36000.0,38000.0,fuzzy
17,FRI,500 LYNNHAVEN PW,VIKING DR,00.25 Miles From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,na,500 LYNNHAVEN PW,46000.0,50000.0,fuzzy
15,THU,1621 INDEP,TULIP DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,2,NO,NO,328,1621 INDEP,2400.0,2600.0,median_fill
15,THU,3320 VIRGINIA BEACH BL,KING RICHARD RD,  400 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,321,3320 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
18,TUE,100 WITCHDUCK RD,264 OFF RAMP,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,423,100 WITCHDUCK RD,5100.0,5600.0,fuzzy
15,FRI,2100 LASKIN RD,VBB,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,3,NO,NO,na,2100 LASKIN RD,3000.0,3200.0,fuzzy
14,WED,VIRGINIA BEACH,200 S KELLAM RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,VIRGINIA BEACH,2400.0,2600.0,median_fill
18,WED,600 FIRST COLONIAL RD,1700 LASKIN RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,600 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
16,SAT,2600 PACIFIC AV,27TH ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2600 PACIFIC AV,2400.0,2600.0,median_fill
16,THU,SHORE DR,LOUGH LN,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,3,NO,NO,na,SHORE DR,9600.0,10000.0,fuzzy
21,SUN,VIRGINIA BEACH,NEWTOWN RD,50.00 Miles From,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,VIRGINIA BEACH,2400.0,2600.0,median_fill
14,MON,1500 DIAMOND SPRING,5700 BAYSIDE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,1500 DIAMOND SPRING,2400.0,2600.0,median_fill
16,MON,500 WITCHDUCK N,100 BAKER RD,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,328,500 WITCHDUCK N,320.0,350.0,fuzzy
19,TUE,5700 NORTHAMPTON BL,DIAMOND SPRINGS RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,331,5700 NORTHAMPTON BL,30000.0,34000.0,fuzzy
6,WED,3269 DAM NECK RD,3100 HOLLAND RD,00.02 Miles From,DAWN,NO ADVERSE CONDITION (CLEAR/CLOUDY),WET,YES-WORKING,NOT AT INTERSECTION,REAR END,4,NO,NO,na,3269 DAM NECK RD,36000.0,38000.0,fuzzy
12,SUN,900 FIRST COLONIAL RD,WOLFSNARE RD,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,na,900 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
